rownames,Site,Substrate,Rep,Stream_Name,lat,long,altS,MAT,MAP,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,X00681_NPOC_mg_per_L_as_C,X000681_NPOC_mg_per_L_as_C,00602_TN_mg_per_L_as_N,00950_F_mg_per_L,00940_Cl_mg_per_L,71856_NO2_mg_per_L_as_NO2,00945_SO4_mg_per_L_as_SO4,71851_NO3_mg_per_L_as_NO3,NPOC_Dilution_Factor,C_Sample_Vol_mL.x,C_DIW_Vol_mL.x,SPE_NPOC_sample_concentration_mg.per.L.as.C.x,SPE_sample_volume_mL.x,Final_Concen_After_SPE_ppm.x,Methanol_elution_mL.x,FTICR_Ion_Accumulation_Time,slope_of_the_regression,rate_mg_per_L_per_min,rate_mg_per_L_per_h,R_squared,R_squared_adj,p_value,total_incubation_time_min,C_Sample_Vol_mL.y,C_DIW_Vol_mL.y,Tot_volume_SPE_mL,SPE_NPOC_sample_concentration_mg.per.L.as.C.y,SPE_sample_volume_mL.y,Final_Concen_After_SPE_ppm.y,Methanol_elution_mL.y,del_2H_permil,X2H_standev_permil,del_18O_permil,X18O_standev_permil,n_injections,00691_DIC_mg_per_L_as_C
S19S_0032_Sed_Field_ICR-D,S19S_0032,Sedi_Field,Down,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,34.48,,,,,,,,2,0.76,14.24,1.5,15,9,1.5,0.2,-0.08,0.08,4.62,0.998,0.996,0.003,28,,,,,,,,,,,,,
S19S_0032_Sed_Field_ICR-M,S19S_0032,Sedi_Field,Mid,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,14.81,,,,,,,,2,1.61,13.39,1.5,15,9,1.5,0.2,-0.02,0.02,1.14,0.992,0.991,0.001,114,,,,,,,,,,,,,
S19S_0032_Sed_Field_ICR-U,S19S_0032,Sedi_Field,Up,Teakettle 2 Creek,36.95497,-119.02375,2043,7.8,859,7,87.5,9.35,13.1,22.13,,,,,,,,2,1.14,13.86,1.5,15,9,1.5,0.2,-0.24,0.24,14.6,1,,,12,,,,,,,,,,,,,
S19S_0033_ICR-1,S19S_0033,Water,1,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,,1.13,Below_Range,0.41,22.73,Below_Range,9.7,Below_Range,,,,,,,,,,,,,,,,13.3,1.7,15,1.5,15,9,1.5,-80,0.7,-10.75,0.07,4,
S19S_0033_ICR-2,S19S_0033,Water,2,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,,1.18,Below_Range,0.41,22.71,Below_Range,9.56,Below_Range,,,,,,,,,,,,,,,,12.8,2.2,15,1.5,15,9,1.5,-80,0.7,-10.75,0.07,4,
S19S_0033_ICR-3,S19S_0033,Water,3,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,,1.21,0.12,0.38,22.62,Below_Range,9.12,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.19,15,7.14,1.5,-80,0.7,-10.75,0.07,4,
S19S_0033_Sed_Field_ICR-D,S19S_0033,Sedi_Field,Down,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,12.85,,,,,,,,2,1.68,13.32,1.5,15,9,1.5,0.15,-0.01,0.01,0.67,0.987,0.983,0.001,114,,,,,,,,,,,,,
S19S_0033_Sed_Field_ICR-M,S19S_0033,Sedi_Field,Mid,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,5.22,,,,,,,,2,3.69,11.31,1.5,15,9,1.5,0.15,-0.01,0.01,0.55,0.984,0.98,0.001,113,,,,,,,,,,,,,
S19S_0033_Sed_Field_ICR-U,S19S_0033,Sedi_Field,Up,Big Creek ,37.0581,-119.256,1195,12.6,812,7,97.3,9.46,16.6,8.31,,,,,,,,2,2.42,12.58,1.5,15,9,1.5,0.15,-0.02,0.02,1.23,0.995,0.994,0.001,116,,,,,,,,,,,,,
S19S_0034_ICR-1,S19S_0034,Water,1,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,,1.34,0.37,Below_Range,0.51,Below_Range,3.5,1.4,,,,,,,,,,,,,,,,15,0,15,1.33,15,7.99,1.5,-84.5,0.7,-11.76,0.08,4,
S19S_0034_ICR-2,S19S_0034,Water,2,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,,1.42,0.5,Below_Range,0.46,Below_Range,3.61,1.37,,,,,,,,,,,,,,,,11.5,3.5,15,1.5,15,9,1.5,-84.5,0.7,-11.76,0.08,4,
S19S_0034_ICR-3,S19S_0034,Water,3,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,,0.92,0.2,Below_Range,0.22,Below_Range,1.48,0.55,,,,,,,,,,,,,,,,17.24,0,17.24,1.515,17.24,10.449,1.5,-84.5,0.7,-11.76,0.08,4,
S19S_0034_Sed_Field_ICR-D,S19S_0034,Sedi_Field,Down,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,16.35,,,,,,,,2,1.24,13.76,1.5,15,9,1.5,0.2,-0.63,0.63,37.92,1,,,5,,,,,,,,,,,,,
S19S_0034_Sed_Field_ICR-M,S19S_0034,Sedi_Field,Mid,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,23.8,,,,,,,,2,0.88,14.12,1.5,15,9,1.5,0.2,-0.04,0.04,2.53,0.998,0.997,0.001,70,,,,,,,,,,,,,
S19S_0034_Sed_Field_ICR-U,S19S_0034,Sedi_Field,Up,La Jara,35.868,-106.5233,2691,4.6,612,7,94,Not_Provided,13.8,15.26,,,,,,,,2,1.41,13.59,1.5,15,9,1.5,0.2,-0.15,0.15,8.76,1,,,15,,,,,,,,,,,,,
S19S_0035_ICR-1,S19S_0035,Water,1,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,,9.62,0.44,0.27,1.95,Below_Range,3.65,Below_Range,,,,,,,,,,,,,,,,2.33,12.67,15,1.5,15,9,1.5,-44.6,0.6,-7.12,0.15,4,
S19S_0035_ICR-2,S19S_0035,Water,2,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,,9.1,0.29,0.26,1.9,Below_Range,3.53,Below_Range,,,,,,,,,,,,,,,,2.463,12.537,15,1.5,15,9,1.5,-44.6,0.6,-7.12,0.15,4,
S19S_0035_ICR-3,S19S_0035,Water,3,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,,10.58,,,,,,0,,,,,,,,,,,,,,,,2.135,12.865,15,1.5,15,9,1.5,-44.6,0.6,-7.12,0.15,4,
S19S_0035_Sed_Field_ICR-D,S19S_0035,Sedi_Field,Down,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,23.76,,,,,,,,2,0.89,14.11,1.5,15,9,1.5,0.2,-0.06,0.06,3.81,0.974,0.961,0.007,55,,,,,,,,,,,,,
S19S_0035_Sed_Field_ICR-M,S19S_0035,Sedi_Field,Mid,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,7.76,,,,,,,,2,2.78,12.22,1.5,15,9,1.5,0.1,-0.04,0.04,2.5,0.975,0.967,0.004,55,,,,,,,,,,,,,
S19S_0035_Sed_Field_ICR-U,S19S_0035,Sedi_Field,Up,Marshall Gulch,32.327329,-110.759543,1334,16.9,478,6.5,63.1,5.88,18.4,9.27,,,,,,,,2,2.33,12.67,1.5,15,9,1.5,0.2,-0.06,0.06,3.7,0.958,0.916,0.013,46,,,,,,,,,,,,,
S19S_0036_ICR-1,S19S_0036,Water,1,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,,1.34,0.32,0.11,2.24,Below_Range,12.1,1.16,,,,,,,,,,,,,,,,15,0,15,1.32,15,7.93,1.5,-131.3,0.3,-17.24,0.09,4,
S19S_0036_ICR-2,S19S_0036,Water,2,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,,0.94,0.43,0.1,1.97,Below_Range,11.52,1.1,,,,,,,,,,,,,,,,16.21,0,16.21,1.531,16.21,9.93,1.5,-131.3,0.3,-17.24,0.09,4,
S19S_0036_ICR-3,S19S_0036,Water,3,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,,1.1,0.34,0.1,2.11,Below_Range,11.77,1.04,,,,,,,,,,,,,,,,13.6,1.4,15,1.5,15,9,1.5,-131.3,0.3,-17.24,0.09,4,
S19S_0036_Sed_Field_ICR-D,S19S_0036,Sedi_Field,Down,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,19.87,,,,,,,,2,1.05,13.95,1.5,15,9,1.5,0.1,-0.23,0.23,13.76,1,,,14,,,,,,,,,,,,,
S19S_0036_Sed_Field_ICR-M,S19S_0036,Sedi_Field,Mid,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,13.93,,,,,,,,2,1.47,13.53,1.5,15,9,1.5,0.2,-0.03,0.03,1.55,0.988,0.986,0.001,113,,,,,,,,,,,,,
S19S_0036_Sed_Field_ICR-U,S19S_0036,Sedi_Field,Up,Columbia,46.372753,-119.271963,112,12,184,7,Not_Provided,Not_Provided,11,16.05,,,,,,,,2,1.32,13.68,1.5,15,9,1.5,0.2,-0.1,0.1,5.75,1,1,0.001,29,,,,,,,,,,,,,
S19S_0037_ICR-1,S19S_0037,Water,1,White Clay Creek,39.8579143,-75.7831181,101,11.5,1127,6.5,98.6,8.97,19.4,,0.87,4.47,Below_Range,13.56,Below_Range,18,19.39,,,,,,,,,,,,,,,,14.39,0,14.39,1.46,14.39,8.42,1.5,-42.3,0.5,-7.24,0.09,4,
S19S_0037_ICR-2,S19S_0037,Water,2,White Clay Creek,39.8579143,-75.7831181,101,11.5,1127,6.5,98.6,8.97,19.4,,0.98,4.42,Below_Range,14.17,Below_Range,18.7,20.11,,,,,,,,,,,,,,,,15,0,15,0.98,15,5.87,1.5,-42.3,0.5,-7.24,0.09,4,
S19S_0037_Sed_Field_ICR-D,S19S_0037,Sedi_Field,Down,White Clay Creek,39.8579143,-75.7831181,101,11.5,1127,6.5,98.6,8.97,19.4,16.06,,,,,,,,2,1.34,13.66,1.5,15,9,1.5,0.15,-0.04,0.04,2.37,0.978,0.97,0.003,75,,,,,,,,,,,,,
S19S_0037_Sed_Field_ICR-M,S19S_0037,Sedi_Field,Mid,White Clay Creek,39.8579143,-75.7831181,101,11.5,1127,6.5,98.6,8.97,19.4,41.86,,,,,,,,2,0.52,14.48,1.5,15,9,1.5,0.15,-0.08,0.08,4.51,0.989,0.984,0.006,43,,,,,,,,,,,,,
S19S_0037_Sed_Field_ICR-U,S19S_0037,Sedi_Field,Up,White Clay Creek,39.8579143,-75.7831181,101,11.5,1127,6.5,98.6,8.97,19.4,21.11,,,,,,,,2,1.01,13.99,1.5,15,9,1.5,0.2,-0.08,0.08,4.55,0.972,0.959,0.009,38,,,,,,,,,,,,,
S19S_0038_ICR-1,S19S_0038,Water,1,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,,0.96,4.42,Below_Range,12.56,Below_Range,17.88,19.2,,,,,,,,,,,,,,,,15.57,0,15.57,1.538,15.57,9.579,1.5,-43.5,1,-7.35,0.11,4,
S19S_0038_ICR-2,S19S_0038,Water,2,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,,0.8,4.33,Below_Range,12.65,Below_Range,17.95,19.1,,,,,,,,,,,,,,,,14.82,0,14.82,1.412,14.82,8.372,1.5,-43.5,1,-7.35,0.11,4,
S19S_0038_ICR-3,S19S_0038,Water,3,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,,0.69,4.39,Below_Range,12.57,Below_Range,17.85,18.8,,,,,,,,,,,,,,,,15.55,0,15.55,1.313,15.55,8.167,1.5,-43.5,1,-7.35,0.11,4,
S19S_0038_Sed_Field_ICR-D,S19S_0038,Sedi_Field,Down,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,17,,,,,,,,2,1.25,13.75,1.5,15,9,1.5,0.2,-0.04,0.04,2.24,0.985,0.981,0.003,71,,,,,,,,,,,,,
S19S_0038_Sed_Field_ICR-M,S19S_0038,Sedi_Field,Mid,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,8.56,,,,,,,,2,2.46,12.54,1.5,15,9,1.5,0.2,-0.02,0.02,1.12,0.988,0.986,0.001,110,,,,,,,,,,,,,
S19S_0038_Sed_Field_ICR-U,S19S_0038,Sedi_Field,Up,White Clay Creek,39.8595761,-75.784143,110,11.4,1131,6.5,95.1,8.62,19.5,10.02,,,,,,,,2,1.92,13.08,1.5,15,9,1.5,0.15,-0.06,0.06,3.3,0.997,0.996,0.002,57,,,,,,,,,,,,,
S19S_0039_ICR-1,S19S_0039,Water,1,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,,3.18,2.17,0.17,9.8,0.11,13.28,8.7,,,,,,,,,,,,,,,,7.112,7.888,15,1.5,15,9,1.5,-18.6,1,-3.8,0.17,4,
S19S_0039_ICR-2,S19S_0039,Water,2,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,,2.58,2.04,0.19,9.86,0.1,13.48,8.51,,,,,,,,,,,,,,,,8.811,6.189,15,1.5,15,9,1.5,-18.6,1,-3.8,0.17,4,
S19S_0039_ICR-3,S19S_0039,Water,3,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,,3.33,2.25,0.2,9.72,0.1,13.46,8.47,,,,,,,,,,,,,,,,6.795,8.205,15,1.5,15,9,1.5,-18.6,1,-3.8,0.17,4,
S19S_0039_Sed_Field_ICR-D,S19S_0039,Sedi_Field,Down,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,16.43,,,,,,,,2,1.34,13.66,1.5,15,9,1.5,0.2,-0.7,0.7,41.85,1,,,4,,,,,,,,,,,,,
S19S_0039_Sed_Field_ICR-M,S19S_0039,Sedi_Field,Mid,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,12.78,,,,,,,,2,1.68,13.32,1.5,15,9,1.5,0.1,-0.06,0.06,3.7,0.983,0.975,0.006,41,,,,,,,,,,,,,
S19S_0039_Sed_Field_ICR-U,S19S_0039,Sedi_Field,Up,East Fork Poplar Creek,35.966243,-84.357361,239,14,1348,7.5,71,6.13,22.8,12.11,,,,,,,,2,1.77,13.23,1.5,15,9,1.5,0.2,-0.55,0.55,32.74,1,,,7,,,,,,,,,,,,,
S19S_0040_ICR-1,S19S_0040,Water,1,Kings Creek (N04D),39.08766,-96.58479,370,12.1,865,7.5,98.2,8.62,21.7,,1.34,0.1,0.37,1.76,Below_Range,31.91,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.31,15,7.87,1.5,-36,0.7,-5.64,0.1,4,
S19S_0040_ICR-2,S19S_0040,Water,2,Kings Creek (N04D),39.08766,-96.58479,370,12.1,865,7.5,98.2,8.62,21.7,,0.67,0.27,0.34,1.63,Below_Range,31.14,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.66,15,3.95,1.5,-36,0.7,-5.64,0.1,4,
S19S_0040_ICR-3,S19S_0040,Water,3,Kings Creek (N04D),39.08766,-96.58479,370,12.1,865,7.5,98.2,8.62,21.7,,0.81,0.09,0.27,1.47,Below_Range,25.67,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.81,15,4.85,1.5,-36,0.7,-5.64,0.1,4,
S19S_0040_Sed_Field_ICR-M,S19S_0040,Sedi_Field,Mid,Kings Creek (N04D),39.08766,-96.58479,370,12.1,865,7.5,98.2,8.62,21.7,18.92,,,,,,,,2,1.15,13.85,1.5,15,9,1.5,0.15,-0.35,0.35,20.8,1,,,15,,,,,,,,,,,,,
S19S_0040_Sed_Field_ICR-U,S19S_0040,Sedi_Field,Up,Kings Creek (N04D),39.08766,-96.58479,370,12.1,865,7.5,98.2,8.62,21.7,24.52,,,,,,,,2,0.85,14.15,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
