rownames,Site,Substrate,Rep,Stream_Name,lat,long,altS,MAT,MAP,SW_pH,DO_perc.sat,DO_mg.per.L,SW_Temp_degC,X00681_NPOC_mg_per_L_as_C,X000681_NPOC_mg_per_L_as_C,00602_TN_mg_per_L_as_N,00950_F_mg_per_L,00940_Cl_mg_per_L,71856_NO2_mg_per_L_as_NO2,00945_SO4_mg_per_L_as_SO4,71851_NO3_mg_per_L_as_NO3,NPOC_Dilution_Factor,C_Sample_Vol_mL.x,C_DIW_Vol_mL.x,SPE_NPOC_sample_concentration_mg.per.L.as.C.x,SPE_sample_volume_mL.x,Final_Concen_After_SPE_ppm.x,Methanol_elution_mL.x,FTICR_Ion_Accumulation_Time,slope_of_the_regression,rate_mg_per_L_per_min,rate_mg_per_L_per_h,R_squared,R_squared_adj,p_value,total_incubation_time_min,C_Sample_Vol_mL.y,C_DIW_Vol_mL.y,Tot_volume_SPE_mL,SPE_NPOC_sample_concentration_mg.per.L.as.C.y,SPE_sample_volume_mL.y,Final_Concen_After_SPE_ppm.y,Methanol_elution_mL.y,del_2H_permil,X2H_standev_permil,del_18O_permil,X18O_standev_permil,n_injections,00691_DIC_mg_per_L_as_C
S19S_0070_ICR-1,S19S_0070,Water,1,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,,0.85,Below_Range,Below_Range,20.94,Below_Range,6.94,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.83,15,4.97,1.5,-38.1,0.3,-6.21,0.08,4,
S19S_0070_ICR-2,S19S_0070,Water,2,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,,1.48,0.09,Below_Range,20.88,Below_Range,7.19,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.47,15,8.84,1.5,-38.1,0.3,-6.21,0.08,4,
S19S_0070_ICR-3,S19S_0070,Water,3,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,,1.46,0.1,Below_Range,20.88,Below_Range,7.18,Below_Range,,,,,,,,,,,,,,,,11.5,3.5,15,1.5,15,9,1.5,-38.1,0.3,-6.21,0.08,4,
S19S_0070_Sed_Field_ICR-D,S19S_0070,Sedi_Field,Down,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,8.06,,,,,,,,2,2.98,12.02,1.5,15,9,1.5,0.2,-0.01,0.01,0.47,0.952,0.94,0.001,101,,,,,,,,,,,,,
S19S_0070_Sed_Field_ICR-M,S19S_0070,Sedi_Field,Mid,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,8.6,,,,,,,,2,2.52,12.48,1.5,15,9,1.5,0.2,-0.01,0.01,0.53,0.921,0.901,0.001,104,,,,,,,,,,,,,
S19S_0070_Sed_Field_ICR-U,S19S_0070,Sedi_Field,Up,South Fork Caspar Creek ,39.339682,-123.752011,184,11.1,1159,6.5,Not_Provided,Not_Provided,16,5.62,,,,,,,,2,4.15,10.85,1.5,15,9,1.5,0.2,-0.02,0.02,1.04,0.979,0.975,0.001,108,,,,,,,,,,,,,
S19S_0071_ICR-1,S19S_0071,Water,1,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,,2.46,0.2,0.09,0.51,Below_Range,3.72,Below_Range,,,,,,,,,,,,,,,,7.8,7.2,15,1.5,15,9,1.5,-121.4,0.9,-16.7,0.19,4,
S19S_0071_ICR-2,S19S_0071,Water,2,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,,2.71,0.06,Below_Range,0.45,Below_Range,4.7,Below_Range,,,,,,,,,,,,,,,,8.377,6.623,15,1.5,15,9,1.5,-121.4,0.9,-16.7,0.19,4,
S19S_0071_ICR-3,S19S_0071,Water,3,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,,2.6,0.21,Below_Range,0.49,Below_Range,3.65,Below_Range,,,,,,,,,,,,,,,,8.716,6.284,15,1.5,15,9,1.5,-121.4,0.9,-16.7,0.19,4,
S19S_0071_Sed_Field_ICR-D,S19S_0071,Sedi_Field,Down,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,21.59,,,,,,,,2,0.94,14.06,1.5,15,9,1.5,0.2,-0.24,0.24,14.41,1,1,0.002,23,,,,,,,,,,,,,
S19S_0071_Sed_Field_ICR-M,S19S_0071,Sedi_Field,Mid,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,20.39,,,,,,,,2,1.07,13.93,1.5,15,9,1.5,0.2,-0.42,0.42,25.2,1,,,14,,,,,,,,,,,,,
S19S_0071_Sed_Field_ICR-U,S19S_0071,Sedi_Field,Up,Gordon Creek,40.0129961,-105.4588818,2535,3.8,485,7,Not_Provided,Not_Provided,11.5,31.58,,,,,,,,2,0.68,14.32,1.5,15,9,1.5,0.2,-0.09,0.09,5.27,0.987,0.98,0.007,36,,,,,,,,,,,,,
S19S_0072_ICR-1,S19S_0072,Water,1,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,,2.56,1.2,Below_Range,261.04,Below_Range,16.66,2.94,,,,,,,,,,,,,,,,7.6,7.4,15,1.5,15,9,1.5,-53.9,0.9,-8.33,0.08,4,
S19S_0072_ICR-2,S19S_0072,Water,2,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,,3.58,1.16,Below_Range,295.27,Below_Range,19.04,3.41,,,,,,,,,,,,,,,,5.8,9.2,15,1.5,15,9,1.5,-53.9,0.9,-8.33,0.08,4,
S19S_0072_ICR-3,S19S_0072,Water,3,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,,3.86,1.07,Below_Range,282.67,Below_Range,17.35,3.04,,,,,,,,,,,,,,,,5.841,9.159,15,1.5,15,9,1.5,-53.9,0.9,-8.33,0.08,4,
S19S_0072_Sed_Field_ICR-D,S19S_0072,Sedi_Field,Down,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,8.19,,,,,,,,2,2.59,12.41,1.5,15,9,1.5,0.2,-0.02,0.02,1.01,0.748,0.685,0.005,101,,,,,,,,,,,,,
S19S_0072_Sed_Field_ICR-M,S19S_0072,Sedi_Field,Mid,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,8.9,,,,,,,,2,2.47,12.53,1.5,15,9,1.5,0.2,-0.02,0.02,1.1,0.969,0.964,0.001,114,,,,,,,,,,,,,
S19S_0072_Sed_Field_ICR-U,S19S_0072,Sedi_Field,Up,Sawmill Brook,42.5233858,-71.1854501,47,9.2,1115,6,87.4,8.19,18.5,10.87,,,,,,,,2,1.96,13.04,1.5,15,9,1.5,0.2,-0.11,0.11,6.59,0.985,0.969,0.014,27,,,,,,,,,,,,,
S19S_0073_ICR-1,S19S_0073,Water,1,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,,6.36,0.71,Below_Range,95.36,Below_Range,2.95,0.5,,,,,,,,,,,,,,,,3.5,11.5,15,1.5,15,9,1.5,-42.2,1.9,-6.18,0.2,4,
S19S_0073_ICR-2,S19S_0073,Water,2,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,,6.6,0.55,Below_Range,94.11,Below_Range,2.71,0.5,,,,,,,,,,,,,,,,3.404,11.596,15,1.5,15,9,1.5,-42.2,1.9,-6.18,0.2,4,
S19S_0073_ICR-3,S19S_0073,Water,3,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,,7.06,10.46,Below_Range,94.24,Below_Range,32.57,0.61,,,,,,,,,,,,,,,,3.182,11.818,15,1.5,15,9,1.5,-42.2,1.9,-6.18,0.2,4,
S19S_0073_Sed_Field_ICR-D,S19S_0073,Sedi_Field,Down,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,24.75,,,,,,,,2,0.87,14.13,1.5,15,9,1.5,0.2,-0.42,0.42,25.45,0.928,0.892,0.083,14,,,,,,,,,,,,,
S19S_0073_Sed_Field_ICR-M,S19S_0073,Sedi_Field,Mid,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,21.83,,,,,,,,2,0.95,14.05,1.5,15,9,1.5,0.2,-0.41,0.41,24.44,1,,,15,,,,,,,,,,,,,
S19S_0073_Sed_Field_ICR-U,S19S_0073,Sedi_Field,Up,Cart Creek,42.7696832,-70.9168932,19,9.1,1148,6.5,66.2,6.41,16.9,20.24,,,,,,,,2,1.03,13.97,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0074_ICR-1,S19S_0074,Water,1,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,,1.18,0.25,0.1,1.32,Below_Range,10.12,Below_Range,,,,,,,,,,,,,,,,13.2,1.8,15,1.5,15,9,1.5,-124.4,0.5,-16.04,0.08,4,
S19S_0074_ICR-2,S19S_0074,Water,2,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,,1.45,0.24,Below_Range,1.26,Below_Range,9.82,0.41,,,,,,,,,,,,,,,,15,0,15,1.44,15,8.63,1.5,-124.4,0.5,-16.04,0.08,4,
S19S_0074_ICR-3,S19S_0074,Water,3,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,,1.48,0.18,Below_Range,1.29,Below_Range,9.86,0.41,,,,,,,,,,,,,,,,15,0,15,1.46,15,8.77,1.5,-124.4,0.5,-16.04,0.08,4,
S19S_0074_Sed_Field_ICR-D,S19S_0074,Sedi_Field,Down,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,20.7,,,,,,,,2,0.99,14.01,1.5,15,9,1.5,0.2,-0.03,0.03,1.7,0.995,0.994,0.001,114,,,,,,,,,,,,,
S19S_0074_Sed_Field_ICR-M,S19S_0074,Sedi_Field,Mid,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,21.2,,,,,,,,2,0.96,14.04,1.5,15,9,1.5,0.2,-0.02,0.02,1,0.784,0.741,0.004,116,,,,,,,,,,,,,
S19S_0074_Sed_Field_ICR-U,S19S_0074,Sedi_Field,Up,Columbia,46.376327,-119.272955,110,12,184,6.5,Not_Provided,Not_Provided,11,6.79,,,,,,,,2,2.95,12.05,1.5,15,9,1.5,0.2,-0.03,0.03,1.66,0.973,0.968,0.002,115,,,,,,,,,,,,,
S19S_0075_ICR-1,S19S_0075,Water,1,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,,0.74,0.13,Below_Range,1.11,Below_Range,9.54,Below_Range,,,,,,,,,,,,,,,,15,0,15,0.73,15,4.4,1.5,-130.6,0.6,-17.32,0.13,4,
S19S_0075_ICR-2,S19S_0075,Water,2,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,,1.44,0.15,Below_Range,1.08,Below_Range,9.49,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.42,15,8.52,1.5,-130.6,0.6,-17.32,0.13,4,
S19S_0075_ICR-3,S19S_0075,Water,3,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,,2.05,0.18,Below_Range,1.13,Below_Range,9.12,Below_Range,,,,,,,,,,,,,,,,9,6,15,1.5,15,9,1.5,-130.6,0.6,-17.32,0.13,4,
S19S_0075_Sed_Field_ICR-D,S19S_0075,Sedi_Field,Down,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,9.99,,,,,,,,2,2.02,12.98,1.5,15,9,1.5,0.2,-0.02,0.02,1.33,0.985,0.982,0.001,100,,,,,,,,,,,,,
S19S_0075_Sed_Field_ICR-M,S19S_0075,Sedi_Field,Mid,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,8.27,,,,,,,,2,2.44,12.56,1.5,15,9,1.5,0.2,0,0,0.24,0.333,0.166,0.003,118,,,,,,,,,,,,,
S19S_0075_Sed_Field_ICR-U,S19S_0075,Sedi_Field,Up,Columbia,46.694858,-119.465706,115,11.8,176,6.5,Not_Provided,Not_Provided,11,8.01,,,,,,,,2,2.56,12.44,1.5,15,9,1.5,0.2,-0.01,0.01,0.42,0.619,0.524,0.003,116,,,,,,,,,,,,,
S19S_0076_ICR-1,S19S_0076,Water,1,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,,1.49,0.12,0.1,1.48,Below_Range,9.87,Below_Range,,,,,,,,,,,,,,,,15,0,15,1.46,15,8.78,1.5,-128.5,0.9,-16.96,0.22,4,
S19S_0076_ICR-2,S19S_0076,Water,2,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,,1.26,0.17,0.1,1.4,Below_Range,9.77,Below_Range,,,,,,,,,,,,,,,,12.4,2.6,15,1.5,15,9,1.5,-128.5,0.9,-16.96,0.22,4,
S19S_0076_ICR-3,S19S_0076,Water,3,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,,1.67,0.19,Below_Range,1.35,Below_Range,9.85,Below_Range,,,,,,,,,,,,,,,,13.334,1.666,15,1.5,15,9,1.5,-128.5,0.9,-16.96,0.22,4,
S19S_0076_Sed_Field_ICR-D,S19S_0076,Sedi_Field,Down,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,12.18,,,,,,,,2,1.5,13.5,1.5,15,9,1.5,0.2,-0.08,0.08,5.04,0.993,0.986,0.007,35,,,,,,,,,,,,,
S19S_0076_Sed_Field_ICR-M,S19S_0076,Sedi_Field,Mid,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,40.62,,,,,,,,2,0.51,14.49,1.5,15,9,1.5,0.1,-0.07,0.07,3.91,0.986,0.979,0.005,40,,,,,,,,,,,,,
S19S_0076_Sed_Field_ICR-U,S19S_0076,Sedi_Field,Up,Columbia,46.679398,-119.462645,116,11.8,176,6.5,Not_Provided,Not_Provided,14,10.34,,,,,,,,2,2.06,12.94,1.5,15,9,1.5,0.1,-0.12,0.12,7.06,1,,,13,,,,,,,,,,,,,
S19S_0077_ICR-1,S19S_0077,Water,1,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,,1.94,0.14,0.17,0.84,Below_Range,3.47,Below_Range,,,,,,,,,,,,,,,,10.701,4.299,15,1.5,15,9,1.5,-122.2,0.6,-16.69,0.04,4,
S19S_0077_ICR-2,S19S_0077,Water,2,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,,2.64,0.19,0.16,0.64,Below_Range,2.52,Below_Range,,,,,,,,,,,,,,,,7.4,7.6,15,1.5,15,9,1.5,-122.2,0.6,-16.69,0.04,4,
S19S_0077_ICR-3,S19S_0077,Water,3,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,,2.09,0.35,0.18,0.79,Below_Range,3.6,Below_Range,,,,,,,,,,,,,,,,8.7,6.3,15,1.5,15,9,1.5,-122.2,0.6,-16.69,0.04,4,
S19S_0077_Sed_Field_ICR-D,S19S_0077,Sedi_Field,Down,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,16.38,,,,,,,,2,1.3,13.7,1.5,15,9,1.5,0.2,-0.03,0.03,1.68,0.994,0.992,0.001,88,,,,,,,,,,,,,
S19S_0077_Sed_Field_ICR-M,S19S_0077,Sedi_Field,Mid,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,8.52,,,,,,,,2,1.98,13.02,1.5,15,9,1.5,0.2,-0.02,0.02,1.23,0.997,0.996,0.001,120,,,,,,,,,,,,,
S19S_0077_Sed_Field_ICR-U,S19S_0077,Sedi_Field,Up,Cache La Poudre,40.664703,-105.224786,1602,8.7,368,6.5,Not_Provided,Not_Provided,18,4.88,,,,,,,,2,4.18,10.82,1.5,15,9,1.5,0.2,-0.03,0.03,1.6,0.99,0.988,0.001,115,,,,,,,,,,,,,
S19S_0078_ICR-1,S19S_0078,Water,1,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,,2.47,0.7,0.07,3.45,Below_Range,8.66,Below_Range,,,,,,,,,,,,,,,,8.3,6.7,15,1.5,15,9,1.5,-57.6,1.1,-7.86,0.16,4,
S19S_0078_ICR-2,S19S_0078,Water,2,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,,2.56,0.44,0.07,3.46,Below_Range,8.41,Below_Range,,,,,,,,,,,,,,,,8.1,6.9,15,1.5,15,9,1.5,-57.6,1.1,-7.86,0.16,4,
S19S_0078_ICR-3,S19S_0078,Water,3,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,,2.27,0.35,0.06,3.43,Below_Range,8.19,Below_Range,,,,,,,,,,,,,,,,8.9,6.1,15,1.5,15,9,1.5,-57.6,1.1,-7.86,0.16,4,8.28
S19S_0078_Sed_Field_ICR-D,S19S_0078,Sedi_Field,Down,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,10.18,,,,,,,,2,2.01,12.99,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0078_Sed_Field_ICR-M,S19S_0078,Sedi_Field,Mid,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,11.38,,,,,,,,2,1.9,13.1,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0078_Sed_Field_ICR-U,S19S_0078,Sedi_Field,Up,Little Wolf Creek,43.43138889,-123.5855556,176,11.8,1277,7,Not_Provided,Not_Provided,19,6.93,,,,,,,,2,3.08,11.92,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0079_ICR-1,S19S_0079,Water,1,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,,1.31,1.26,0.07,3.65,Below_Range,3.89,Below_Range,,,,,,,,,,,,,,,,13.6,1.4,15,1.5,15,9,1.5,-87,0.4,-11.88,0.1,4,
S19S_0079_ICR-2,S19S_0079,Water,2,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,,1.31,0.69,0.07,3.61,Below_Range,2.54,Below_Range,,,,,,,,,,,,,,,,13.7,1.3,15,1.5,15,9,1.5,-87,0.4,-11.88,0.1,4,
S19S_0079_ICR-3,S19S_0079,Water,3,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,,1.38,0.52,0.06,3.64,Below_Range,2.09,Below_Range,,,,,,,,,,,,,,,,13.2,1.8,15,1.5,15,9,1.5,-87,0.4,-11.88,0.1,4,8.29
S19S_0079_Sed_Field_ICR-D,S19S_0079,Sedi_Field,Down,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,17.92,,,,,,,,2,1.2,13.8,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0079_Sed_Field_ICR-M,S19S_0079,Sedi_Field,Mid,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,9.43,,,,,,,,2,2.3,12.7,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0079_Sed_Field_ICR-U,S19S_0079,Sedi_Field,Up,Umpqua,43.6367,-123.5719,50,12.3,1347,7.5-8,Not_Provided,Not_Provided,18-20,15.33,,,,,,,,2,1.41,13.59,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0080_ICR-1,S19S_0080,Water,1,Rio Grande,34.950903,-106.681382,1494,13.4,214,8.11,76.9,6.66,22.7,,2.71,0.71,0.27,13.89,Below_Range,27.3,0.87,,,,,,,,,,,,,,,,7.3,7.7,15,1.5,15,9,1.5,-92.9,0.6,-12.64,0.05,4,
S19S_0080_ICR-2,S19S_0080,Water,2,Rio Grande,34.950903,-106.681382,1494,13.4,214,8.11,76.9,6.66,22.7,,2.72,9.27,0.26,15.12,Below_Range,79.17,1.57,,,,,,,,,,,,,,,,7.2,7.8,15,1.5,15,9,1.5,-92.9,0.6,-12.64,0.05,4,
S19S_0080_Sed_Field_ICR-D,S19S_0080,Sedi_Field,Down,Rio Grande,34.950903,-106.681382,1494,13.4,214,8.11,76.9,6.66,22.7,3.96,,,,,,,,2,4.5,10.5,1.251090818,15,9,1.5,0.2,-0.02,0.02,1.02,0.98,0.977,0.001,116,,,,,,,,,,,,,
S19S_0080_Sed_Field_ICR-M,S19S_0080,Sedi_Field,Mid,Rio Grande,34.950903,-106.681382,1494,13.4,214,8.11,76.9,6.66,22.7,5.68,,,,,,,,2,3.78,11.22,1.5,15,9,1.5,0.2,-0.11,0.11,6.42,0.994,0.989,0.008,26,,,,,,,,,,,,,
S19S_0080_Sed_Field_ICR-U,S19S_0080,Sedi_Field,Up,Rio Grande,34.950903,-106.681382,1494,13.4,214,8.11,76.9,6.66,22.7,20.65,,,,,,,,2,1.04,13.96,1.5,15,9,1.5,0.2,-0.19,0.19,11.16,1,,,15,,,,,,,,,,,,,
S19S_0081_ICR-1,S19S_0081,Water,1,Northeast Branch of Anacostia,38.9603293,-76.9259674,16,13,1053,6.5,Not_Provided,Not_Provided,27,,2.86,1.05,0.1,92.28,Below_Range,11.64,2.91,,,,,,,,,,,,,,,,7.851,7.149,15,1.5,15,9,1.5,-34.1,0.9,-5.6,0.21,4,
S19S_0081_ICR-2,S19S_0081,Water,2,Northeast Branch of Anacostia,38.9603293,-76.9259674,16,13,1053,6.5,Not_Provided,Not_Provided,27,,2.87,1.04,0.11,90.42,Below_Range,11.49,2.85,,,,,,,,,,,,,,,,7.821,7.179,15,1.5,15,9,1.5,-34.1,0.9,-5.6,0.21,4,
S19S_0081_ICR-3,S19S_0081,Water,3,Northeast Branch of Anacostia,38.9603293,-76.9259674,16,13,1053,6.5,Not_Provided,Not_Provided,27,,2.32,1.13,0.1,87.08,Below_Range,10.9,2.45,,,,,,,,,,,,,,,,8.1,6.9,15,1.5,15,9,1.5,-34.1,0.9,-5.6,0.21,4,
S19S_0081_Sed_Field_ICR-M,S19S_0081,Sedi_Field,Mid,Northeast Branch of Anacostia,38.9603293,-76.9259674,16,13,1053,6.5,Not_Provided,Not_Provided,27,7.58,,,,,,,,2,2.81,12.19,1.5,15,9,1.5,0.2,,,,,,,,,,,,,,,,,,,,
S19S_0081_Sed_Field_ICR-U,S19S_0081,Sedi_Field,Up,Northeast Branch of Anacostia,38.9603293,-76.9259674,16,13,1053,6.5,Not_Provided,Not_Provided,27,24.22,,,,,,,,2,0.88,14.12,1.5,15,9,1.5,0.2,-0.11,0.11,6.42,0.988,0.975,0.012,33,,,,,,,,,,,,,
S19S_0082_ICR-1,S19S_0082,Water,1,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,,5.51,0.39,Below_Range,3904.93,Below_Range,519.85,Below_Range,,,,,,,,,,,,,,,,4.015,10.985,15,1.5,15,9,1.5,-32.4,1.7,-4.9,0.28,4,
S19S_0082_ICR-2,S19S_0082,Water,2,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,,5.44,0.57,Below_Range,4191.21,Below_Range,561.17,Below_Range,,,,,,,,,,,,,,,,3.9,11.1,15,1.5,15,9,1.5,-32.4,1.7,-4.9,0.28,4,
S19S_0082_ICR-3,S19S_0082,Water,3,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,,5.39,0.55,Below_Range,3963.33,Below_Range,535.06,Below_Range,,,,,,,,,,,,,,,,4,11,15,1.5,15,9,1.5,-32.4,1.7,-4.9,0.28,4,
S19S_0082_Sed_Field_ICR-D,S19S_0082,Sedi_Field,Down,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,17.91,,,,,,,,2,1.21,13.79,1.5,15,9,1.5,0.2,-0.19,0.19,11.47,1,,,27,,,,,,,,,,,,,
S19S_0082_Sed_Field_ICR-M,S19S_0082,Sedi_Field,Mid,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,20.54,,,,,,,,2,1.05,13.95,1.5,15,9,1.5,0.2,-0.16,0.16,9.65,1,,,25,,,,,,,,,,,,,
S19S_0082_Sed_Field_ICR-U,S19S_0082,Sedi_Field,Up,Muddy Creek,38.8749661,-76.5464942,-3,13.3,1063,7,Not_Provided,Not_Provided,31.4,22.25,,,,,,,,2,0.96,14.04,1.5,15,9,1.5,0.2,-0.47,0.47,27.96,1,,,15,,,,,,,,,,,,,
S19S_0083_ICR-1,S19S_0083,Water,1,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,,3.75,0.52,0.24,48.37,Below_Range,78.7,Below_Range,,,,,,,,,,,,,,,,6.018,8.982,15,1.5,15,9,1.5,,,,,,
S19S_0083_ICR-2,S19S_0083,Water,2,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,,2.49,0.61,0.24,47.77,Below_Range,77.28,0.75,,,,,,,,,,,,,,,,9.127,5.873,15,1.5,15,9,1.5,,,,,,
S19S_0083_ICR-3,S19S_0083,Water,3,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,,2.9,0.82,0.2,24.17,Below_Range,40.33,Below_Range,,,,,,,,,,,,,,,,6.9,8.1,15,1.5,15,9,1.5,,,,,,
S19S_0083_Sed_Field_ICR-D,S19S_0083,Sedi_Field,Down,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,9.6,,,,,,,,2,2.26,12.74,1.5,15,9,1.5,0.2,-0.08,0.08,4.75,0.985,0.977,0.007,39,,,,,,,,,,,,,
S19S_0083_Sed_Field_ICR-M,S19S_0083,Sedi_Field,Mid,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,17.88,,,,,,,,2,1.2,13.8,1.5,15,9,1.5,0.2,-0.12,0.12,7.29,0.984,0.967,0.016,28,,,,,,,,,,,,,
S19S_0083_Sed_Field_ICR-U,S19S_0083,Sedi_Field,Up,Sangamon,40.31083,-88.3227,217,10.6,932,7.5,Not_Provided,Not_Provided,25.4,23.29,,,,,,,,2,0.93,14.07,1.5,15,9,1.5,0.2,-0.4,0.4,23.77,1,,,13,,,,,,,,,,,,,
S19S_0084_ICR-1,S19S_0084,Water,1,Watershed 3 stream,43.954722,-71.722778,576,4.4,1204,6,Not_Provided,Not_Provided,17.2,,1.77,0.2,Below_Range,0.4,Below_Range,2.66,Below_Range,,,,,,,,,,,,,,,,9.7,5.3,15,1.5,15,9,1.5,-57.5,0.4,-9.24,0.13,4,
